RECEIVING_LOCATION,FULFILLING_LOCATION,VOLUME_WEIGHT_BUCKET,PACKAGE_PRODUCT_VOLUME_BUCKET,FACE_PANEL_BUCKET,TV_TYPE,TV_BRAND,TV_SIZE,WG_BG,Writeoff_Percent_Qty
Indis,QC,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0357
KNN,AB,b 2000-4000,j >4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.125
Langley,Ingram,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,c 40-44,B,0.0536
Langley,Langley,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0.0179
Brampton,Ingram,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,d 45-49,B,0
Brampton,NB,g 12000-14000,b 0.5-0.6,g 1.10-1.12,4K,SAMSUNG,e 50-56,B,0
Brampton,NL,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,PE,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,SAMSUNG,b 30-39,B,0
Indis,Indis,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0
Indis,Indis,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,W,0.0364
Indis,NS,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0
Indis,NS,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,f >=57,W,0
Indis,QC,d 6000-8000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,a <30,B,0.0364
KNN,MB,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,LG,d 45-49,W,0.0182
KNN,MB,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
Langley,BC,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,VIZIO,f >=57,W,0
Brampton,Ingram,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,MB,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0
Brampton,NL,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,e 50-56,B,0
Brampton,ON,f 10000-12000,g 1.5-2.0,d 1.04-1.06,LED,LG,e 50-56,W,0.1296
Brampton,ON,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SONY,e 50-56,W,0
Brampton,PE,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0
Indis,NS,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0
Indis,NS,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Indis,QC,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0.0556
Brampton,Brampton,f 10000-12000,a <0.5,d 1.04-1.06,4K,SONY,e 50-56,W,0.0377
Brampton,MB,d 6000-8000,g 1.5-2.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,MB,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0
Brampton,NB,d 6000-8000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,d 45-49,B,0.0377
Indis,Indis,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Indis,NS,c 4000-6000,i 3.0-4.0,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Indis,NS,j >18000,c 0.6-0.7,f 1.08-1.10,LED,SAMSUNG,d 45-49,W,0.0189
Indis,QC,a <2000,j >4.0,d 1.04-1.06,PLASMA,LG,f >=57,W,0.0189
Indis,QC,c 4000-6000,i 3.0-4.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0566
Indis,QC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0566
Indis,QC,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0943
KNN,KNN,b 2000-4000,j >4.0,b 1-1.02,4K,VIZIO,f >=57,W,0.0189
KNN,KNN,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0189
KNN,MB,a <2000,j >4.0,d 1.04-1.06,PLASMA,LG,f >=57,W,0
KNN,MB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
KNN,SK,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0
Langley,BC,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Langley,BC,h 14000-16000,e 0.8-1.0,c 1.02-1.04,LED,SONY,f >=57,W,0
Langley,Langley,h 14000-16000,c 0.6-0.7,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Brampton,NB,i 16000-18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0769
Brampton,ON,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0769
Indis,NS,e 8000-10000,f 1.0-1.5,b 1-1.02,LED,SONY,e 50-56,B,0
Indis,NS,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,e 50-56,W,0.0192
Indis,QC,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0.0385
Indis,QC,j >18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0385
KNN,AB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,f >=57,W,0.0769
KNN,KNN,f 10000-12000,c 0.6-0.7,c 1.02-1.04,LED,LG,f >=57,W,0
KNN,KNN,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.0385
KNN,SK,h 14000-16000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,B,0.0192
Langley,BC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0192
Brampton,Brampton,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,LG,e 50-56,W,0.098
Brampton,NB,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,LG,c 40-44,B,0
Brampton,NL,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0
Indis,NS,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.0196
Indis,NS,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,f >=57,W,0.0196
Indis,NS,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0392
KNN,KNN,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0784
KNN,SK,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0
KNN,SK,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,f >=57,W,0
KNN,SK,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0
Langley,BC,f 10000-12000,e 0.8-1.0,j >1.16,LED,SONY,c 40-44,B,0
Langley,Ingram,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,SONY,c 40-44,B,0.0196
Langley,Langley,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Brampton,Brampton,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,NB,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LCD,SONY,b 30-39,B,0
Brampton,NL,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.02
Brampton,NL,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0.06
Indis,NS,i 16000-18000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.02
Indis,QC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,c 40-44,B,0
KNN,SK,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0
Brampton,Ingram,j >18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0408
Brampton,MB,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,b 30-39,B,0
Brampton,MB,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,NB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0
Brampton,NL,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Brampton,PE,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0
Indis,Indis,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
KNN,KNN,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0408
KNN,MB,g 12000-14000,g 1.5-2.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0204
Langley,BC,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,VIZIO,f >=57,W,0
Langley,BC,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Langley,Ingram,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,Brampton,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,f >=57,W,0.0208
Brampton,Brampton,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SONY,f >=57,W,0
Brampton,Ingram,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,c 40-44,B,0
Brampton,Ingram,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0.0208
Brampton,NB,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Indis,QC,g 12000-14000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,f >=57,W,0
KNN,AB,f 10000-12000,d 0.7-0.8,j >1.16,4K,SONY,f >=57,W,0.0208
KNN,AB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,W,0
KNN,KNN,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
KNN,SK,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0
Langley,BC,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0.0417
Langley,BC,f 10000-12000,g 1.5-2.0,f 1.08-1.10,PLASMA,SAMSUNG,e 50-56,W,0.0208
Brampton,NB,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0213
Brampton,NL,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,NL,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.0213
Brampton,NL,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0
Brampton,NL,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0851
Brampton,PE,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0
Indis,QC,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,e 50-56,W,0.0638
KNN,AB,c 4000-6000,i 3.0-4.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0426
KNN,MB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,f >=57,W,0
Langley,BC,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,SONY,c 40-44,B,0.0213
Langley,BC,g 12000-14000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Langley,BC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,W,0.0213
Langley,Ingram,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
Langley,Ingram,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0638
Langley,Langley,c 4000-6000,i 3.0-4.0,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Langley,Langley,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Brampton,Brampton,j >18000,b 0.5-0.6,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0435
Brampton,Ingram,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,VIZIO,e 50-56,B,0
Indis,NS,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0
Indis,QC,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0
KNN,AB,g 12000-14000,c 0.6-0.7,b 1-1.02,LED,SAMSUNG,f >=57,W,0
KNN,KNN,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0
KNN,KNN,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,SONY,f >=57,W,0
KNN,SK,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0
KNN,SK,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
Langley,BC,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,CHINA,c 40-44,B,0.087
Langley,Ingram,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,d 45-49,B,0.0217
Langley,Langley,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,VIZIO,f >=57,W,0
Langley,Langley,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Brampton,Brampton,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0667
Brampton,Brampton,j >18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
Brampton,Ingram,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.0222
Brampton,NB,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,NL,d 6000-8000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,d 45-49,B,0
Indis,Indis,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Indis,NS,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0
KNN,AB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0
KNN,AB,g 12000-14000,d 0.7-0.8,j >1.16,4K,SONY,e 50-56,W,0.0444
KNN,AB,g 12000-14000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
KNN,SK,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0
KNN,SK,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0222
Langley,BC,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,e 50-56,W,0
Langley,BC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,W,0.0444
Brampton,MB,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,b 30-39,B,0
Brampton,NL,b 2000-4000,h 2.0-3.0,b 1-1.02,4K,SAMSUNG,e 50-56,W,0
Brampton,NL,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0
Brampton,NL,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0
Brampton,NL,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,W,0.0227
Brampton,ON,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0227
Brampton,ON,j >18000,c 0.6-0.7,e 1.06-1.08,LED,CHINA,d 45-49,B,0
KNN,AB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,LG,f >=57,W,0.0227
KNN,MB,c 4000-6000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0.0227
Langley,BC,g 12000-14000,c 0.6-0.7,f 1.08-1.10,LED,CHINA,c 40-44,B,0.0682
Langley,Langley,h 14000-16000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Brampton,MB,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0
Brampton,MB,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.0233
Brampton,NB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,W,0
Brampton,NB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,W,0
Brampton,NB,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0.0233
Indis,Indis,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Indis,NS,h 14000-16000,f 1.0-1.5,f 1.08-1.10,PLASMA,SAMSUNG,f >=57,W,0
KNN,AB,f 10000-12000,g 1.5-2.0,f 1.08-1.10,PLASMA,SAMSUNG,e 50-56,W,0.0465
KNN,AB,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
KNN,KNN,g 12000-14000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0233
KNN,KNN,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.1628
KNN,MB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Langley,BC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,d 45-49,B,0
Langley,Langley,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,W,0
Brampton,Brampton,a <2000,j >4.0,a <1,LED,SAMSUNG,f >=57,W,0
Brampton,Ingram,d 6000-8000,j >4.0,a <1,4K,SONY,d 45-49,B,0
Brampton,MB,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,SONY,c 40-44,B,0
Brampton,NB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0
Brampton,NL,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,ON,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,a <30,B,0
Brampton,ON,j >18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,c 40-44,B,0
Indis,Indis,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0238
Indis,NS,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0238
Indis,QC,b 2000-4000,j >4.0,b 1-1.02,4K,VIZIO,f >=57,W,0
Indis,QC,e 8000-10000,f 1.0-1.5,c 1.02-1.04,4K,SONY,d 45-49,B,0.0238
Indis,QC,f 10000-12000,d 0.7-0.8,j >1.16,4K,SONY,f >=57,W,0.0476
Indis,QC,i 16000-18000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
Indis,QC,j >18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0714
KNN,AB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,LG,f >=57,W,0
KNN,MB,h 14000-16000,f 1.0-1.5,f 1.08-1.10,PLASMA,SAMSUNG,f >=57,W,0.0238
Langley,BC,g 12000-14000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,f >=57,W,0.0476
Langley,Ingram,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Langley,Ingram,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,B,0
Langley,Langley,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,W,0
Langley,Langley,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.119
Langley,Langley,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0
Brampton,Ingram,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,c 40-44,B,0.0732
Brampton,MB,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,LG,d 45-49,B,0.0244
Brampton,MB,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,LG,a <30,B,0
Brampton,MB,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0
Brampton,NL,f 10000-12000,h 2.0-3.0,e 1.06-1.08,LED,SONY,b 30-39,B,0
Brampton,NL,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,d 45-49,B,0
Brampton,ON,b 2000-4000,j >4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.2927
Indis,Indis,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0488
KNN,KNN,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,VIZIO,e 50-56,W,0.0244
KNN,MB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,f >=57,W,0
KNN,MB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0244
KNN,SK,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.0244
KNN,SK,e 8000-10000,f 1.0-1.5,b 1-1.02,LED,SONY,e 50-56,B,0.0244
KNN,SK,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0
Langley,BC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0488
Langley,Ingram,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,d 45-49,B,0
Brampton,Brampton,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.125
Brampton,NL,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.025
Brampton,NL,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Brampton,ON,e 8000-10000,c 0.6-0.7,g 1.10-1.12,4K,SAMSUNG,e 50-56,W,0
Brampton,ON,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,d 45-49,B,0.1
Brampton,ON,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0.025
Indis,Indis,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0
Indis,Indis,j >18000,b 0.5-0.6,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Indis,NS,j >18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.15
KNN,AB,d 6000-8000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,a <30,B,0
KNN,KNN,j >18000,b 0.5-0.6,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
KNN,SK,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,c 40-44,B,0
KNN,SK,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.05
Brampton,Brampton,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0256
Brampton,MB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
Brampton,NB,b 2000-4000,i 3.0-4.0,b 1-1.02,LED,SONY,e 50-56,B,0
Indis,NS,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LCD,SAMSUNG,e 50-56,B,0.0256
Indis,QC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0513
KNN,AB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,f >=57,W,0
KNN,MB,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0
Brampton,Ingram,j >18000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,NB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0
Brampton,NL,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
Brampton,PE,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Indis,Indis,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Indis,NS,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0
Indis,NS,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0263
KNN,AB,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,e 50-56,W,0
KNN,AB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
KNN,KNN,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0
KNN,MB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0
KNN,SK,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,LG,d 45-49,W,0
KNN,SK,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0
KNN,SK,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0.0789
KNN,SK,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LCD,SAMSUNG,e 50-56,B,0
Langley,Langley,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.1316
Langley,Langley,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0
Brampton,Ingram,j >18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.027
Brampton,MB,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,d 45-49,B,0
Brampton,NB,j >18000,c 0.6-0.7,f 1.08-1.10,LED,SAMSUNG,d 45-49,W,0
Brampton,ON,h 14000-16000,a <0.5,j >1.16,LED,SAMSUNG,f >=57,W,0
Brampton,PE,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Indis,Indis,f 10000-12000,c 0.6-0.7,c 1.02-1.04,LED,LG,f >=57,W,0
Indis,NS,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,LG,c 40-44,B,0
KNN,AB,g 12000-14000,c 0.6-0.7,e 1.06-1.08,LED,SONY,d 45-49,W,0
KNN,KNN,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.1081
KNN,SK,c 4000-6000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
KNN,SK,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.0541
KNN,SK,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0
