RECEIVING_LOCATION,FULFILLING_LOCATION,VOLUME_WEIGHT_BUCKET,PACKAGE_PRODUCT_VOLUME_BUCKET,FACE_PANEL_BUCKET,TV_TYPE,TV_BRAND,TV_SIZE,WG_BG,Writeoff_Percent_Qty
KNN,AB,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
KNN,AB,i 16000-18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,d 45-49,W,0.0055
Langley,BC,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,LG,d 45-49,W,0.0221
Indis,NS,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0.0056
Indis,QC,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0111
KNN,KNN,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
KNN,MB,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0944
Brampton,NL,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.067
Brampton,ON,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,f >=57,W,0.0168
KNN,AB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
KNN,SK,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,MB,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0.0056
Brampton,Ingram,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,LG,a <30,B,0
KNN,AB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.0056
Brampton,Ingram,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.017
Brampton,ON,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,b 30-39,B,0.0625
KNN,AB,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,SONY,c 40-44,B,0.0057
Langley,BC,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0
Langley,Ingram,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0.017
Brampton,ON,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,SONY,c 40-44,B,0.0286
KNN,AB,h 14000-16000,f 1.0-1.5,f 1.08-1.10,PLASMA,SAMSUNG,f >=57,W,0.0114
Langley,BC,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0
Langley,Langley,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0057
Brampton,Ingram,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0
Brampton,NL,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
KNN,AB,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,d 45-49,B,0.0058
KNN,SK,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0.0174
KNN,SK,j >18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0116
Brampton,Brampton,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0351
Brampton,MB,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0.0175
KNN,AB,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,e 50-56,W,0.0409
KNN,AB,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,SONY,e 50-56,W,0.0117
KNN,AB,h 14000-16000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0058
Brampton,NL,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0176
Indis,NS,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0059
Indis,QC,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0471
Langley,BC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,SONY,e 50-56,W,0.0118
Indis,NS,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0
Brampton,NL,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,SAMSUNG,b 30-39,B,0.006
Indis,QC,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.012
KNN,AB,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0.018
KNN,AB,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.012
Indis,NS,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LCD,SONY,b 30-39,B,0
KNN,SK,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.006
Brampton,ON,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,LG,b 30-39,B,0.0242
Brampton,ON,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0727
Indis,NS,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Indis,NS,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,e 50-56,B,0.0061
Brampton,MB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0122
Indis,NS,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0.0061
KNN,AB,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Brampton,Ingram,e 8000-10000,f 1.0-1.5,b 1-1.02,LED,SONY,e 50-56,B,0
Brampton,ON,f 10000-12000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0123
Indis,NS,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0
Langley,BC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0859
Langley,BC,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0
Brampton,ON,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0185
KNN,SK,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,f >=57,W,0.0123
Langley,BC,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,LG,d 45-49,B,0
Brampton,Brampton,b 2000-4000,j >4.0,b 1-1.02,4K,VIZIO,f >=57,W,0
Brampton,Ingram,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LCD,SAMSUNG,e 50-56,B,0.0062
Indis,NS,h 14000-16000,b 0.5-0.6,e 1.06-1.08,LED,LG,d 45-49,B,0
Brampton,Ingram,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.025
Brampton,NB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.025
Brampton,PE,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,CHINA,a <30,B,0.0375
KNN,AB,c 4000-6000,g 1.5-2.0,b 1-1.02,4K,SAMSUNG,f >=57,W,0.0063
KNN,AB,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,LG,d 45-49,B,0.0125
Langley,BC,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0063
Brampton,ON,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0943
Indis,QC,b 2000-4000,h 2.0-3.0,c 1.02-1.04,LED,LG,e 50-56,W,0.038
KNN,AB,h 14000-16000,c 0.6-0.7,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0063
Langley,BC,h 14000-16000,c 0.6-0.7,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Langley,BC,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0063
Langley,Ingram,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0
Brampton,ON,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Indis,NS,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0318
KNN,AB,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0255
Langley,BC,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,LG,a <30,B,0
Langley,BC,f 10000-12000,h 2.0-3.0,e 1.06-1.08,LED,SONY,b 30-39,B,0
Brampton,Brampton,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Brampton,Ingram,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,NB,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0
Indis,QC,h 14000-16000,f 1.0-1.5,f 1.08-1.10,PLASMA,SAMSUNG,f >=57,W,0.0705
Langley,Ingram,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,LG,c 40-44,B,0
KNN,MB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,W,0.0129
KNN,AB,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,LG,a <30,B,0
Indis,QC,g 12000-14000,g 1.5-2.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0458
KNN,KNN,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
KNN,SK,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0
Indis,NS,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0132
KNN,AB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
KNN,AB,h 14000-16000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0066
Brampton,NB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0066
Brampton,NL,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0066
KNN,MB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0397
Brampton,Ingram,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.0133
Brampton,NB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0067
Indis,QC,a <2000,j >4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0267
KNN,SK,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,e 50-56,B,0.0067
KNN,SK,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0.02
Indis,NS,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0134
KNN,KNN,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0268
KNN,SK,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0.0067
Langley,BC,h 14000-16000,f 1.0-1.5,f 1.08-1.10,PLASMA,SAMSUNG,f >=57,W,0.0201
Langley,Ingram,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,NB,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0068
Brampton,PE,e 8000-10000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0608
Langley,BC,b 2000-4000,j >4.0,c 1.02-1.04,LED,SONY,f >=57,W,0.0068
Brampton,Ingram,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0068
Brampton,MB,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0476
Brampton,NL,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0
Brampton,ON,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0
Brampton,MB,d 6000-8000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,d 45-49,B,0.0137
KNN,SK,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0137
Langley,BC,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0137
Langley,Ingram,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0.0068
Brampton,Ingram,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,d 45-49,B,0.0138
Brampton,ON,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0069
KNN,MB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,W,0.0069
Langley,BC,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,Brampton,i 16000-18000,e 0.8-1.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Brampton,MB,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
Brampton,NB,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0486
Brampton,NL,c 4000-6000,h 2.0-3.0,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0139
KNN,AB,a <2000,j >4.0,d 1.04-1.06,PLASMA,LG,f >=57,W,0.0208
KNN,KNN,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Langley,BC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,OTHER,SAMSUNG,c 40-44,B,0
Brampton,NL,c 4000-6000,h 2.0-3.0,f 1.08-1.10,LED,CHINA,b 30-39,B,0
Indis,NS,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.021
KNN,AB,f 10000-12000,a <0.5,d 1.04-1.06,4K,SONY,e 50-56,W,0.007
KNN,SK,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.007
KNN,SK,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.028
Brampton,MB,h 14000-16000,b 0.5-0.6,e 1.06-1.08,LED,LG,d 45-49,B,0.0141
Brampton,NB,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0141
Brampton,ON,g 12000-14000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,f >=57,W,0.0352
Indis,NS,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0352
Indis,NS,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0
Indis,NS,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0282
Langley,BC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0141
Brampton,MB,d 6000-8000,h 2.0-3.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0142
Brampton,ON,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,d 45-49,W,0
KNN,SK,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,W,0
Brampton,Ingram,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,B,0
KNN,AB,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.0429
KNN,AB,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Brampton,Ingram,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0144
KNN,AB,a <2000,j >4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0072
KNN,AB,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0072
KNN,SK,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0
Langley,BC,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
Brampton,NB,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Indis,NS,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0.0217
Indis,QC,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,LG,d 45-49,W,0.0362
Indis,QC,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0072
Langley,Langley,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0
Brampton,Ingram,c 4000-6000,g 1.5-2.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,B,0
Brampton,NL,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0.0073
Indis,NS,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0.0073
KNN,AB,d 6000-8000,f 1.0-1.5,i 1.14-1.16,LED,SAMSUNG,a <30,B,0.0073
KNN,KNN,h 14000-16000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
KNN,SK,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LCD,SONY,b 30-39,B,0
KNN,SK,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0
KNN,SK,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Langley,BC,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0074
Langley,BC,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.1618
Brampton,Brampton,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,e 50-56,W,0
Brampton,NB,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0
Brampton,ON,g 12000-14000,c 0.6-0.7,e 1.06-1.08,LED,SONY,f >=57,W,0.0444
Indis,NS,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0148
Indis,QC,g 12000-14000,b 0.5-0.6,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
Indis,QC,g 12000-14000,d 0.7-0.8,c 1.02-1.04,LED,LG,f >=57,W,0.0593
Langley,BC,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
Langley,Langley,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
KNN,SK,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0224
Langley,BC,h 14000-16000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Brampton,NB,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,f >=57,W,0
Brampton,ON,e 8000-10000,f 1.0-1.5,c 1.02-1.04,4K,SONY,d 45-49,B,0
Brampton,ON,f 10000-12000,g 1.5-2.0,f 1.08-1.10,PLASMA,SAMSUNG,e 50-56,W,0.0075
Brampton,MB,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0.0152
Brampton,NL,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,ON,f 10000-12000,d 0.7-0.8,j >1.16,4K,SONY,f >=57,W,0.0985
KNN,KNN,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0
Brampton,MB,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0305
Brampton,MB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0.0076
KNN,AB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.0229
KNN,SK,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,e 50-56,B,0.0382
Langley,BC,g 12000-14000,d 0.7-0.8,c 1.02-1.04,LED,LG,f >=57,W,0.0076
Brampton,Brampton,f 10000-12000,c 0.6-0.7,c 1.02-1.04,LED,LG,f >=57,W,0.0077
Brampton,Brampton,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0308
Brampton,Ingram,j >18000,c 0.6-0.7,e 1.06-1.08,LED,CHINA,d 45-49,B,0
Brampton,MB,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Brampton,MB,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0
Brampton,NL,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0154
Indis,NS,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0077
Indis,QC,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0.0077
KNN,SK,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0077
Langley,BC,d 6000-8000,j >4.0,a <1,4K,SONY,d 45-49,B,0.0154
Brampton,MB,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0
Indis,Indis,h 14000-16000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Indis,QC,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.4574
KNN,KNN,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0
KNN,SK,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0
Langley,BC,b 2000-4000,h 2.0-3.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0388
Brampton,Brampton,b 2000-4000,j >4.0,c 1.02-1.04,LED,SONY,f >=57,W,0
Indis,QC,b 2000-4000,j >4.0,c 1.02-1.04,LED,SONY,f >=57,W,0.0313
Langley,Ingram,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0156
Brampton,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0
Brampton,MB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0079
Indis,NS,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0315
Indis,NS,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0079
KNN,KNN,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
KNN,SK,d 6000-8000,g 1.5-2.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0079
Langley,BC,f 10000-12000,a <0.5,d 1.04-1.06,4K,SONY,e 50-56,W,0.0157
Brampton,NL,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0
Brampton,ON,b 2000-4000,j >4.0,b 1-1.02,4K,VIZIO,f >=57,W,0.0397
Brampton,ON,f 10000-12000,e 0.8-1.0,j >1.16,LED,SONY,c 40-44,B,0.0079
KNN,AB,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Langley,Ingram,j >18000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,c 40-44,B,0
Brampton,Brampton,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,SONY,f >=57,W,0
Brampton,MB,e 8000-10000,e 0.8-1.0,e 1.06-1.08,LED,VIZIO,c 40-44,B,0
Langley,BC,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.016
Brampton,Ingram,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,SONY,b 30-39,B,0.0081
Indis,QC,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,e 50-56,W,0.0645
Langley,BC,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0161
Langley,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0
Brampton,Brampton,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,VIZIO,f >=57,W,0
Brampton,NB,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0.0081
Indis,QC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,LED,SONY,e 50-56,W,0.0163
KNN,AB,d 6000-8000,f 1.0-1.5,b 1-1.02,LED,SAMSUNG,e 50-56,W,0
KNN,SK,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0.0081
Langley,BC,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,VIZIO,a <30,B,0.0163
Langley,BC,g 12000-14000,f 1.0-1.5,d 1.04-1.06,4K,SONY,e 50-56,W,0
Langley,Langley,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,f >=57,W,0
Brampton,NL,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.041
Brampton,ON,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0164
Indis,QC,d 6000-8000,j >4.0,a <1,4K,SONY,d 45-49,B,0
KNN,MB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0082
KNN,SK,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0
Langley,BC,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,e 50-56,W,0.041
Langley,BC,g 12000-14000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Langley,Ingram,f 10000-12000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0
Brampton,ON,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0579
Indis,NS,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Brampton,Brampton,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0
Brampton,PE,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,b 30-39,B,0.05
KNN,AB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,VIZIO,c 40-44,B,0.0167
KNN,AB,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,e 50-56,B,0.0083
KNN,MB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,LG,e 50-56,W,0.0167
KNN,SK,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0
Brampton,NB,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0
Brampton,NL,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0168
